city,district,dizh,jingwd,name,province,province_city
北京市市辖区,平谷区,北京市平谷区王辛庄镇贾各庄南街69号,"117.105212,40.150875",北京利峰顺达电器维修中心,北京市,北京北京市
天津市市辖区,河东区,天津市河东区卫国道万东路红顶花园31号,"117.268292,39.140750",天津市兴达顺发商贸有限公司,天津市,天津天津市
天津市市辖区,河东区,天津市河东区大桥道和进里12号楼旁日日顺,"117.253784,39.110938",天津市海丰家电维修服务有限责任公司,天津市,天津天津市
天津市市辖区,河东区,天津市河东区直沽街靓锦名居15-1-101,"117.249785,39.117361",天津市天海鑫晟商贸有限公司,天津市,天津天津市
天津市市辖区,河西区,河北省天津市河西区珠江道与艺林路交口锦福里8-108,"117.283478,39.064568",天津市河西区智慧海星家电销售服务中心,天津市,天津天津市
天津市市辖区,河西区,"天津市河西区小海地恒山里平房大院,海尔售后","117.263260,39.070007",天津市力王天成电器商贸有限公司,天津市,天津天津市
天津市市辖区,河西区,天津市河西区微山路与珠江道交口海尔专卖,"117.262493,39.063600",天津市彩虹桥制冷设备销售有限公司,天津市,天津天津市
天津市市辖区,河西区,天津市河西区越秀路珠海里底商1号,"117.211816,39.099605",天津市天元制冷设备服务有限公司,天津市,天津天津市
天津市市辖区,河北区,天津市河北区天泰路孟家树林大街4号,"117.182854,39.165473",天津市兴达顺发家用电器修理部,天津市,天津天津市
天津市市辖区,东丽区,天津市东丽区赵沽里大街盛祥仓库,"117.251230,39.169608",天津市西青区凯博家电维修中心,天津市,天津天津市
天津市市辖区,东丽区,天津市东丽区大无缝秋霞里4-2,"117.507541,39.042115",天津仁弘顺科技有限公司,天津市,天津天津市
天津市市辖区,东丽区,天津市东丽区卫康南里4条7号(津昆桥居然之家附近),"117.278158,39.121673",天津市南开区众晟达家用电器维修中心,天津市,天津天津市
天津市市辖区,东丽区,天津市东丽区程林庄道警民路1号（天津创业培训中心对面）,"117.285734,39.122571",天津海一工贸有限公司,天津市,天津天津市
天津市市辖区,东丽区,天津市东丽区赵沽东里大队院内第四仓库内,"117.314324,39.086569",天津市河北区润达宝丰电器经营部,天津市,天津天津市
天津市市辖区,北辰区,天津市北辰区铁东北路天盈道天盈四支路园区宾馆左边小院,"117.175440,39.222990",天津鼎盛源科技发展有限公司,天津市,天津天津市
天津市市辖区,北辰区,天津市北辰区双街镇胡元村,"117.102679,39.290985",天津市北辰区群飞家用电器经营部,天津市,天津天津市
天津市市辖区,北辰区,天津市北辰区宜兴富三千路长安道53号,"117.210679,39.198943",天津市金诚永益家电维修有限公司,天津市,天津天津市
天津市市辖区,北辰区,天津市北辰区小淀镇刘安庄万华园小区2排16号,"117.193402,39.241544",天津市南开区永嘉电子服务部,天津市,天津天津市
天津市市辖区,北辰区,天津市北辰区小淀镇川野路王朝第二酒厂对过,"117.239320,39.249636",天津市北辰区超瑞家电商行,天津市,天津天津市
天津市市辖区,武清区,天津市武清区梅厂镇灰郭口村金郭花园1区一排3号,"117.200734,39.370178",天津市武清区航海家电维修部,天津市,天津天津市
天津市市辖区,武清区,天津市武清区曹园小区15-1-101,"117.078695,39.400884",天津鸿坤盛源商贸有限公司,天津市,天津天津市
天津市市辖区,武清区,天津市武清区杨村镇育才北里文采巷18条2排1号,"117.082314,39.379976",文安县翔驰家电维修部,天津市,天津天津市
天津市市辖区,武清区,天津市武清区华北城茶城A-1-108,"117.095039,39.328991",天津博胜源利新能源科技有限公司,天津市,天津天津市
天津市市辖区,西青区,天津市西青区霞栋别墅11-1,"117.111142,39.130056",天津欧诺佳科技有限公司,天津市,天津天津市
天津市市辖区,西青区,天津市西青区东姜井霞东别墅12-2,"117.112364,39.130319",天津索菲仕科技有限公司,天津市,天津天津市
天津市市辖区,西青区,天津市西青区外环线七号桥西苑别墅A区增4号,"117.102611,39.114874",天津鸿泰兴源商贸有限公司,天津市,天津天津市
天津市市辖区,西青区,天津市南开区芥园西道中铁十八局宿舍2-1-202,"117.113010,39.130949",天津海诺佳科技有限公司,天津市,天津天津市
天津市市辖区,西青区,天津市南开区华苑康达尚郡9-1-1102,"117.129857,39.091085",天津市隆兴制冷有限公司,天津市,天津天津市
天津市市辖区,西青区,天津市西青区边村别墅鑫福园10-,"117.148277,39.041363",天津科赛诺科技有限公司,天津市,天津天津市
天津市市辖区,津南区,天津市津南区辛庄镇碧水世纪园36-2,"117.363334,39.031435",天津荣享顺发科技有限公司,天津市,天津天津市
天津市市辖区,滨海新区,天津市滨海新区塘沽工农村厦门路万通上北新新家园20-2,"117.646412,39.061386",天津市滨海新区塘沽鑫林家电维修中心,天津市,天津天津市
天津市市辖区,滨海新区,天津市滨海新区大港中塘张港子门脸19号,"117.397850,38.850674",天津市滨海新区大港盈海通家电维修部XZ,天津市,天津天津市
天津市市辖区,滨海新区,天津市塘沽区上海道碧海鸿庭底商星级海尔服务,"117.641823,39.023526",天津中腾机电设备销售有限公司,天津市,天津天津市
天津市市辖区,滨海新区,天津市汉沽区河西街崔庄星达里4号楼对面（日日顺电器）,"117.790372,39.239688",天津市滨海新区汉沽恩馨联家电维修中心,天津市,天津天津市
天津市市辖区,滨海新区,天津市塘沽区福建路1016号河华里一栋底商海尔特约维修中心,"117.643640,39.016502",天津市滨海新区塘沽腾恒欣家电修理部,天津市,天津天津市
天津市市辖区,宝坻区,天津市宝坻区宝平公路黑豆窝开发区顺发路9号,"117.280201,39.704239",天津市宝坻区海明顺电器商行,天津市,天津天津市
天津市市辖区,宝坻区,天津市沧州市献县乐寿镇北张庄,"117.367406,39.768960",献县红涛家电维修部,天津市,天津天津市
天津市市辖区,宝坻区,天津市宝坻区宝平公路西侧黑豆窝开发区顺发路9号海尔星级服务中心,"117.280201,39.704239",天津市宝坻区美一嘉家用电器销售中心,天津市,天津天津市
天津市市辖区,宁河区,天津市宁河县芦台镇南崔庄,"117.825046,39.311734",天津市宁河县友全家电维修部XZ,天津市,天津天津市
天津市市辖区,宁河区,天津市宁河县芦台镇光明路第一运输公司院内,"117.839388,39.327870",天津市丰鑫电器销售有限公司,天津市,天津天津市
天津市市辖区,宁河区,天津市宁河县芦台镇时代花园14-1-101,"117.841087,39.331159",天津市宁河县开拓者电器维修部,天津市,天津天津市
天津市市辖区,静海区,天津静海县静海开发区大寨村西宏盛园小区一号楼底商,"117.032298,38.946821",天津市静海县恒信家电维修部,天津市,天津天津市
天津市市辖区,静海区,天津市静海县蓝海小区3-2-101,"116.973908,38.931526",天津市盈通家电维修有限公司,天津市,天津天津市
天津市市辖区,静海区,天津市静海县兰海小区10-3-102,"116.973167,38.931315",天津市静海县奉贤家电维修部,天津市,天津天津市
天津市市辖区,静海区,天津市静海县静文路外贸仓库,"116.921639,38.939724",天津市德利尔商贸有限公司,天津市,天津天津市
石家庄市,长安区,河北省石家庄市长安区东二环北路秋景怡园东区11号商铺,"114.580645,38.062104",石家庄鹊翔电器销售有限公司,河北省,河北省石家庄市
石家庄市,长安区,河北省石家庄市长安区华清街宝石宾馆楼下,"114.539931,38.056028",石家庄佳宏家电销售有限公司,河北省,河北省石家庄市
石家庄市,长安区,河北省石家庄市长安区中山东路108号,"114.508958,38.043042",石家庄永起家电销售有限公司,河北省,河北省石家庄市
石家庄市,长安区,河北省石家庄市桥东区胜利北街178号(原工农路565号,"114.500796,38.061939",石家庄飞旭电器设备有限公司,河北省,河北省石家庄市
石家庄市,长安区,河北省石家庄市长安区建华北大街建华家园底商,"114.544800,38.063820",新华区杰鹏空调安装中心,河北省,河北省石家庄市
石家庄市,桥西区,河北省石家庄桥西区友谊南大街186号,"114.451615,38.023318",石家庄固城机电设备有限公司,河北省,河北省石家庄市
石家庄市,桥西区,河北省石家庄市桥西区太行路与八一大街交叉口（日日顺电器服务中心）,"114.477524,37.996929",桥西区博静家电维修部,河北省,河北省石家庄市
石家庄市,桥西区,河北省石家庄裕华区槐安西路与南长街交叉口,"114.482814,38.024825",石家庄市裕华区华兴电器维修部,河北省,河北省石家庄市
石家庄市,桥西区,河北省石家庄市桥东区塔南路3号,"114.493079,38.011783",石家庄圣荣家电维修有限公司,河北省,河北省石家庄市
石家庄市,桥西区,河北省石家庄桥西区南二环西路88-33号,"114.471189,38.004150",石家庄市精瑞电器维修有限公司,河北省,河北省石家庄市
石家庄市,桥西区,河北省石家庄桥西区红旗大街269号,"114.459783,38.018751",石家庄市海业电器有限责任公司,河北省,河北省石家庄市
石家庄市,新华区,石家庄市新华区南高基裕东街21号,"114.472783,38.116019",石家庄市雄正电器维修有限公司,河北省,河北省石家庄市
石家庄市,新华区,石家庄市长安区农机街南头吴兴花园对过海尔销售服务中心,"114.497314,38.073067",石家庄崇科商贸有限公司,河北省,河北省石家庄市
石家庄市,新华区,河北省石家庄市新华区友谊北大街180号,"114.453653,38.064063",石家庄市新华区君港家电维修部,河北省,河北省石家庄市
石家庄市,新华区,河北省石家庄市新市区复兴中路2516号,"114.477802,38.045673",保定市众友家电服务有限公司,河北省,河北省石家庄市
石家庄市,新华区,河北省石家庄市新华区联盟东路88号,"114.489143,38.078406",石家庄崇新电器有限公司,河北省,河北省石家庄市
石家庄市,藁城区,河北省石家庄市藁城市文源路91号,"114.841099,38.038328",藁城市广维家电维修中心,河北省,河北省石家庄市
石家庄市,裕华区,河北石家庄市裕华区宋村校东三巷五号,"114.569388,37.996705",河北硕生商贸有限公司,河北省,河北省石家庄市
石家庄市,裕华区,河北省石家庄市裕华区位同小区,"114.564574,38.008819",石家庄市振华普天电器有限公司,河北省,河北省石家庄市
石家庄市,裕华区,石家庄市裕华区东岗路尚东绿洲15号商铺,"114.565116,38.015119",裕华区美达家用电器商行,河北省,河北省石家庄市
石家庄市,裕华区,河北省石家庄市裕华区建华南大街与南二环交口，众美商务公馆A座28A-101,"114.546925,37.999492",石家庄传拓商贸有限公司,河北省,河北省石家庄市
石家庄市,裕华区,石家庄裕华区建华南大街南王村,"114.548749,38.009988",长安区旭昇电器维修中心,河北省,河北省石家庄市
石家庄市,裕华区,河北省石家庄市裕华区槐安路与煤机街交口,"114.551156,38.022631",石家庄市裕华区鸿钰家用电器经销部,河北省,河北省石家庄市
石家庄市,裕华区,河北省石家庄市槐安路与建设大街交口欧韵公园对面,"114.511102,38.018013",石家庄美尚商贸有限公司,河北省,河北省石家庄市
石家庄市,裕华区,河北省石家庄市高新区学苑路69号,"114.618998,38.014010",石家庄高新区超群家用电器经销部,河北省,河北省石家庄市
石家庄市,鹿泉区,河北省石家庄市鹿泉市向阳街动物园门口,"114.317026,38.066134",鹿泉市腾达商贸有限责任公司,河北省,河北省石家庄市
石家庄市,栾城区,河北省石家庄市栾城县城泰安街15号,"114.648318,37.900200",栾城县毅扬家电维修有限公司,河北省,河北省石家庄市
石家庄市,井陉县,河北省石家庄市井陉县岩峰,"114.154235,38.068164",井陉县佳恒家电维修有限公司,河北省,河北省石家庄市
石家庄市,栾城区,河北省石家庄市栾城县龙威街,"114.657813,37.887610",栾城县圣奥电器有限公司,河北省,河北省石家庄市
石家庄市,正定县,河北省石家庄市正定县卫前路179号,"114.582892,38.138933",藁城市秦大家电维修门市部XZ,河北省,河北省石家庄市
石家庄市,正定县,河北省石家庄市正定县卫前路179号,"114.582892,38.138933",藁城市秦大家电维修门市部XZ,河北省,河北省石家庄市
石家庄市,正定县,河北省石家庄市正定中山西路49号,"114.562608,38.141633",正定县华阳家电维修中心,河北省,河北省石家庄市
石家庄市,行唐县,河北省石家庄市行唐县龙州大街东段140号,"114.561160,38.442782",行唐县康氏电器维修有限公司,河北省,河北省石家庄市
石家庄市,灵寿县,河北省石家庄市灵寿县西环路,"114.363950,38.304483",灵寿县天成电器商店,河北省,河北省石家庄市
石家庄市,灵寿县,河北省石家庄市灵寿县西环路97号,"114.364037,38.297384",石家庄博昌电器贸易有限公司,河北省,河北省石家庄市
石家庄市,深泽县,河北省石家庄市深泽县府前东路208号,"115.214808,38.183308",深泽县亿和电器商城,河北省,河北省石家庄市
石家庄市,高邑县,河北省石家庄市高邑县城凤中路电影院东邻,"114.616781,37.603515",高邑县鸿禹家电维修服务中心,河北省,河北省石家庄市
石家庄市,赞皇县,河北省赞皇县新开街北段192,"114.389085,37.667151",志明家电维修部,河北省,河北省石家庄市
石家庄市,元氏县,河北省石家庄市元氏县槐东路34号,"114.538304,37.758473",元氏县恒达电器经营部,河北省,河北省石家庄市
石家庄市,元氏县,河北省石家庄市元氏县,"114.525580,37.766651",元氏县鑫维家电维修部,河北省,河北省石家庄市
石家庄市,赞皇县,河北省石家庄市赞皇县龙门北大街232号,"114.395170,37.663737",赞皇县野文电器门市,河北省,河北省石家庄市
石家庄市,赞皇县,河北省石家庄市赞皇槐泉路52号,"114.397232,37.664793",赞皇县腾宇家电维修服务部XZ,河北省,河北省石家庄市
石家庄市,赞皇县,河北省石家庄市赞皇县城新开街17号,"114.385621,37.663569",赞皇县诚信家用电器经营部,河北省,河北省石家庄市
石家庄市,新乐市,河北省石家庄市新乐市新开西路284号海尔星级服务中心,"114.676865,38.359520",新乐市弘洋电器服务有限公司,河北省,河北省石家庄市
石家庄市,无极县,河北省石家庄市无极县无极镇,"114.982186,38.179561",无极县新源家电维修中心XZ,河北省,河北省石家庄市
石家庄市,无极县,河北省石家庄市无极县贸易北街建设路交叉口,"114.964898,38.179599",无极县嘉诚电器有限公司,河北省,河北省石家庄市
石家庄市,平山县,河北省石家庄市平山县平山镇孟贤壁村,"114.169685,38.261217",平山县海韵电器有限公司,河北省,河北省石家庄市
石家庄市,平山县,河北省石家庄市平山县平山镇孟贤壁村,"114.169685,38.261217",平山县海韵电器有限公司,河北省,河北省石家庄市
石家庄市,赵县,河北省石家庄市赵县赵州镇自强路,"114.735824,37.758133",赵县海丰顺商贸有限公司,河北省,河北省石家庄市
石家庄市,赵县,河北省石家庄市赵县赵元路,"114.732743,37.758038",赵县玉利电器修理部,河北省,河北省石家庄市
石家庄市,赵县,河北省石家庄市赵县赵州镇石桥大街33号,"114.775084,37.751353",赵县领航家电维修服务中心,河北省,河北省石家庄市
石家庄市,辛集市,河北省石家庄市辛集市建设街西段9号,"115.202948,37.918081",辛集市日日顺家电经销处,河北省,河北省石家庄市
石家庄市,晋州市,河北省石家庄市晋州市东卓宿镇,"115.148772,38.016309",晋州市东卓宿伟跃维修部XZ,河北省,河北省石家庄市
石家庄市,晋州市,河北省石家庄市晋州市新华路与朝阳路交口西行50米路南日日顺电器服务中心,"115.021986,38.031810",晋州市红润家电销售有限公司,河北省,河北省石家庄市
石家庄市,晋州市,河北省石家庄市晋州市和平路202号,"115.055515,38.026561",晋州市璐桥电子器材服务中心,河北省,河北省石家庄市
唐山市,路南区,唐山市路南区越康新园底商8号,"118.229010,39.607670",唐山市路南君鑫电器维修部,河北省,河北省唐山市
唐山市,路南区,唐山市路南区越康新园底商8号,"118.229010,39.607670",唐山市路南君鑫电器维修部,河北省,河北省唐山市
唐山市,路北区,唐山市开发区新景楼109楼商11号,"118.193446,39.671303",唐山高新技术产业园区鑫秀家用电器维修部,河北省,河北省唐山市
唐山市,路北区,河北区唐山市高新技术产业园区庄子锦绣花园,"118.177869,39.676105",唐山高新技术产业园区诚信电器经销处,河北省,河北省唐山市
唐山市,路北区,河北省唐山市路北区盛华副食品区3-6,"118.200692,39.624437",唐山市丰润区恒通家电安装维修部,河北省,河北省唐山市
唐山市,古冶区,唐山市古冶区卑家店2街66号,"118.483773,39.747242",唐山市古冶区铁诚家电维修部XZ,河北省,河北省唐山市
